company_size,annual_revenue_k,website_visits_30d,email_opens_30d,demo_requests_30d,form_submissions_30d,days_since_last_contact,lead_source,industry,decision_maker_engaged,converted
24,832.07,9,4,1,1,138,paid_search,saas,False,0
135,221.7,7,11,0,2,0,referral,ecommerce,False,0
56,269.48,15,4,0,0,21,social,ecommerce,False,0
35,76.96,9,5,0,3,6,referral,saas,False,1
36,659.08,8,4,0,3,61,outbound,saas,False,0
35,2301.44,8,3,0,1,59,paid_search,services,False,0
37,176.04,14,7,1,1,6,referral,services,True,1
20,1368.82,15,4,0,0,16,paid_search,services,False,1
44,464.33,14,6,2,2,24,paid_search,ecommerce,False,1
41,84.32,11,6,0,1,25,paid_search,saas,False,0
30,201.4,9,4,1,0,10,organic,ecommerce,False,0
62,189.34,13,2,0,1,68,organic,ecommerce,False,0
66,359.05,7,4,0,5,9,social,saas,True,0
35,749.58,12,8,1,0,27,social,finance,True,1
49,3130.42,21,0,1,0,19,social,services,True,0
307,117.78,5,4,0,2,20,organic,healthcare,False,0
298,303.45,9,2,1,1,18,paid_search,ecommerce,False,0
23,201.14,9,3,1,0,2,organic,ecommerce,False,1
26,138.66,8,2,1,1,1,social,saas,False,0
23,542.1,15,5,0,1,6,outbound,ecommerce,True,0
127,493.48,11,4,2,1,11,organic,healthcare,False,0
40,80.33,11,5,0,3,16,social,ecommerce,True,0
66,501.77,11,6,0,1,4,organic,healthcare,False,0
270,147.61,16,4,0,0,88,paid_search,services,True,0
54,498.61,8,7,0,1,24,organic,saas,True,0
96,1753.72,12,7,2,1,31,paid_search,saas,False,1
83,782.95,10,5,1,0,16,social,saas,False,1
34,588.46,12,3,0,3,53,outbound,saas,False,1
127,290.39,13,2,1,2,7,organic,healthcare,False,0
28,526.82,10,4,1,2,24,referral,services,False,0
159,865.45,6,1,0,0,6,social,services,True,0
34,783.81,18,6,0,1,28,outbound,healthcare,False,0
37,446.21,15,4,0,1,23,referral,ecommerce,False,1
23,612.39,15,6,1,2,5,paid_search,saas,False,0
26,132.08,5,4,0,1,12,referral,ecommerce,False,0
39,236.43,16,5,1,0,27,paid_search,ecommerce,True,1
8,999.8,13,2,0,2,88,outbound,services,False,0
45,1143.71,8,2,1,4,31,paid_search,healthcare,False,1
36,541.1,8,3,0,1,40,social,saas,True,0
103,2162.38,6,1,0,0,7,organic,ecommerce,True,0
77,818.95,10,5,0,1,8,paid_search,saas,False,1
31,390.28,14,3,1,2,2,outbound,services,False,1
38,145.51,8,4,0,2,9,referral,saas,True,0
45,2077.11,17,5,1,0,16,paid_search,saas,False,1
179,1064.56,10,2,0,1,7,outbound,saas,False,0
28,2975.93,20,5,0,3,5,outbound,services,False,0
31,4302.05,7,3,3,0,21,paid_search,healthcare,True,1
22,136.06,14,10,0,1,14,referral,healthcare,True,0
17,136.41,10,5,2,0,53,referral,ecommerce,False,0
70,28.13,9,6,1,1,6,referral,saas,False,1
64,1234.43,15,5,0,2,14,paid_search,services,False,0
152,950.02,14,5,0,0,1,organic,saas,False,0
126,543.36,12,5,2,1,3,outbound,saas,False,1
372,144.58,14,4,0,1,0,outbound,healthcare,False,0
51,450.77,8,3,0,1,6,outbound,saas,False,0
44,592.71,15,7,0,2,11,outbound,saas,False,0
19,1077.85,11,4,0,1,7,social,services,False,0
95,647.41,16,4,0,0,2,social,healthcare,False,0
60,957.0,11,7,3,0,20,social,saas,False,1
92,435.23,14,1,2,0,5,referral,ecommerce,False,0
22,1605.97,11,5,0,1,27,paid_search,finance,False,0
72,926.79,9,4,0,1,12,organic,saas,False,0
64,150.37,9,3,0,0,8,referral,saas,False,0
61,1976.77,11,3,1,0,44,paid_search,healthcare,False,0
32,1678.36,10,5,0,2,43,paid_search,healthcare,False,0
141,784.84,10,0,1,1,51,referral,services,False,0
282,652.44,10,3,0,1,25,paid_search,ecommerce,True,0
22,2587.92,15,3,1,2,40,organic,saas,False,0
97,96.22,18,5,0,0,39,outbound,healthcare,False,0
5,1704.84,13,5,2,0,18,outbound,healthcare,False,1
93,306.06,10,5,0,0,22,organic,saas,False,0
12,1473.18,14,5,0,0,38,organic,healthcare,True,0
36,555.78,11,5,0,0,57,paid_search,saas,False,0
19,142.18,10,3,3,1,22,social,services,True,1
46,299.91,10,6,1,1,4,outbound,services,False,0
107,1368.85,10,4,0,1,4,organic,ecommerce,True,0
12,399.33,16,4,1,0,17,social,services,False,0
41,264.68,11,5,1,0,51,organic,services,True,1
36,262.91,8,3,0,2,34,paid_search,saas,True,0
193,936.59,16,5,1,0,20,outbound,ecommerce,False,0
77,2837.38,12,4,0,2,58,organic,healthcare,True,1
21,57.92,19,3,0,3,8,organic,saas,False,0
37,8108.63,11,6,1,0,1,paid_search,ecommerce,False,0
190,604.1,12,7,1,1,14,referral,ecommerce,False,0
97,880.27,11,5,0,2,8,outbound,services,False,0
26,318.54,10,5,0,0,4,outbound,ecommerce,False,0
44,491.02,8,7,0,1,13,organic,finance,False,0
45,597.36,9,4,1,2,7,organic,ecommerce,False,0
36,172.59,18,3,1,0,9,social,saas,False,0
14,220.15,8,5,0,0,40,paid_search,services,False,0
32,1610.93,20,1,0,0,35,outbound,saas,False,0
166,104.34,15,2,0,2,32,social,saas,False,0
40,765.89,17,8,2,1,1,organic,ecommerce,False,1
50,340.18,19,4,0,1,3,outbound,finance,False,0
61,188.54,10,3,1,0,18,organic,ecommerce,True,0
322,3540.18,7,4,0,3,34,paid_search,saas,False,0
55,189.71,10,3,0,2,43,referral,ecommerce,True,0
131,159.16,17,8,0,0,46,referral,saas,False,0
34,408.72,11,1,1,1,11,social,saas,False,0
44,228.48,9,0,0,1,22,social,healthcare,True,0
55,495.9,12,1,2,1,38,outbound,saas,False,1
29,575.59,15,3,0,2,32,outbound,ecommerce,False,0
46,623.07,12,2,0,0,53,referral,healthcare,False,0
111,435.33,16,3,1,0,13,organic,finance,False,1
29,244.16,16,4,1,1,1,social,ecommerce,False,1
55,937.67,13,4,1,1,4,outbound,ecommerce,False,0
96,440.67,13,2,0,2,8,paid_search,saas,False,0
28,300.18,8,3,2,0,54,paid_search,services,False,0
131,2164.61,4,4,0,4,42,paid_search,saas,False,0
58,436.46,9,4,2,1,55,organic,saas,False,0
48,1468.49,10,8,0,0,57,social,ecommerce,False,0
11,1680.49,15,6,0,1,33,paid_search,saas,False,0
40,1785.89,11,6,0,2,11,social,saas,False,0
73,983.54,11,5,1,0,109,outbound,saas,False,0
221,492.44,9,2,1,0,7,outbound,healthcare,False,0
86,462.18,8,2,0,1,2,paid_search,healthcare,False,0
134,386.02,12,7,0,3,76,paid_search,finance,False,0
21,56.44,7,5,0,0,11,social,finance,False,0
49,1011.11,9,5,1,0,7,outbound,ecommerce,False,0
145,629.21,16,6,1,0,8,referral,services,False,0
27,1124.98,10,8,1,4,23,outbound,finance,False,0
118,438.34,7,3,0,1,3,organic,services,False,0
98,957.98,12,3,1,1,34,outbound,finance,False,0
68,124.27,11,6,1,2,9,organic,ecommerce,False,0
42,153.05,14,4,0,1,1,organic,ecommerce,False,0
25,41.42,9,5,0,1,37,referral,ecommerce,False,1
226,430.8,16,5,1,0,18,organic,saas,False,0
91,227.57,14,3,0,1,31,organic,ecommerce,True,1
72,199.66,6,4,1,1,5,organic,saas,True,1
39,688.59,14,8,0,0,21,paid_search,saas,True,1
56,321.98,8,5,1,0,1,social,services,True,0
62,117.56,16,6,0,1,0,organic,finance,False,0
75,6277.75,13,2,1,0,10,social,healthcare,False,0
98,474.85,12,0,0,0,2,outbound,ecommerce,False,0
29,166.81,21,5,0,0,16,organic,healthcare,True,0
17,252.19,17,4,0,0,33,organic,services,True,0
58,414.41,7,7,2,2,28,outbound,finance,False,0
13,413.54,11,6,0,0,21,outbound,healthcare,False,0
42,1811.96,12,7,0,4,5,referral,ecommerce,True,1
36,455.12,17,2,0,0,39,outbound,ecommerce,False,0
81,3150.16,10,3,2,0,11,organic,finance,True,0
267,319.76,10,2,0,1,80,paid_search,services,False,0
12,754.79,19,2,0,0,18,social,ecommerce,False,0
337,1369.2,14,4,1,0,27,paid_search,ecommerce,False,0
45,1628.07,11,5,0,1,22,social,ecommerce,False,0
72,1829.64,11,9,1,0,11,referral,ecommerce,False,1
18,375.4,15,2,1,0,17,social,services,False,0
121,490.05,9,2,0,1,24,paid_search,finance,False,0
56,41.29,11,3,0,1,19,paid_search,ecommerce,False,0
52,405.04,11,5,2,1,17,organic,ecommerce,False,0
12,1467.41,10,2,0,0,35,organic,ecommerce,False,0
58,1208.14,10,7,2,2,0,social,saas,False,0
107,451.92,14,4,1,2,52,organic,healthcare,True,0
45,2694.96,16,5,1,1,4,organic,services,False,1
140,335.63,14,3,1,0,20,organic,finance,False,0
135,240.77,15,5,0,0,7,organic,saas,True,1
33,308.54,9,4,0,2,8,outbound,finance,False,0
196,160.38,7,4,0,3,11,paid_search,finance,False,0
57,918.18,14,5,1,1,14,outbound,ecommerce,False,0
57,657.52,20,4,0,0,52,organic,healthcare,False,0
59,906.85,7,1,1,0,45,social,healthcare,True,1
58,325.59,11,1,0,2,11,paid_search,services,False,1
7,464.95,15,5,0,2,26,paid_search,saas,False,0
47,55.79,18,3,2,1,13,outbound,saas,False,1
18,717.82,14,4,0,2,8,outbound,healthcare,False,1
201,543.94,6,2,1,0,24,outbound,saas,False,0
194,163.94,12,4,0,1,0,organic,ecommerce,False,0
108,443.79,10,5,0,0,21,organic,finance,False,0
45,380.75,7,2,0,2,78,social,saas,False,0
24,2876.45,10,1,0,0,48,paid_search,ecommerce,False,0
32,170.52,13,1,0,0,56,social,services,False,0
258,686.38,14,4,0,1,40,referral,healthcare,False,1
31,165.54,9,6,0,2,34,referral,healthcare,False,0
8,282.06,11,4,0,1,33,outbound,healthcare,False,0
124,649.9,10,2,0,1,1,social,saas,False,0
181,398.87,11,3,0,1,28,organic,saas,False,0
206,489.81,12,2,0,2,16,organic,finance,False,0
125,687.27,15,5,0,5,60,referral,ecommerce,False,0
143,300.76,9,8,0,1,97,referral,ecommerce,False,0
57,1192.9,7,2,1,2,28,paid_search,saas,False,1
10,363.04,7,1,2,1,13,paid_search,services,False,1
56,446.95,10,1,2,0,50,social,saas,False,0
90,707.2,23,2,0,1,57,outbound,finance,True,0
49,618.32,11,3,0,0,6,referral,ecommerce,True,1
47,938.45,9,2,1,0,139,paid_search,healthcare,False,0
25,676.52,13,7,0,1,8,paid_search,saas,True,1
24,787.63,17,9,2,1,37,referral,saas,False,0
238,355.89,7,5,0,1,28,paid_search,healthcare,False,0
245,169.22,9,1,0,1,17,referral,finance,False,0
54,118.2,11,0,2,3,80,social,saas,False,0
68,92.69,10,4,1,0,2,organic,ecommerce,True,0
25,2871.89,19,5,0,0,3,organic,ecommerce,True,1
91,53.91,15,4,0,2,26,organic,saas,True,0
223,1625.75,12,5,1,2,79,outbound,healthcare,False,0
16,216.83,11,7,0,1,1,referral,saas,True,0
79,1613.95,7,8,0,2,39,organic,healthcare,False,0
84,54.46,10,0,3,4,24,outbound,saas,False,0
83,389.52,11,2,1,3,19,paid_search,healthcare,False,0
203,2109.12,13,3,0,0,22,referral,ecommerce,False,0
278,1005.47,9,2,0,1,6,outbound,ecommerce,False,0
45,351.68,17,7,0,0,10,organic,ecommerce,False,0
94,70.6,13,2,0,2,23,organic,services,False,0
58,131.3,11,2,0,0,20,referral,healthcare,True,0
33,1976.63,0,4,0,0,15,organic,services,False,0
68,347.85,20,4,1,2,2,social,saas,True,1
93,458.6,16,3,1,1,10,organic,ecommerce,True,0
65,654.28,13,5,0,3,9,organic,saas,False,1
27,133.91,9,8,0,1,8,organic,ecommerce,False,0
38,740.47,8,6,0,1,37,paid_search,finance,False,0
38,323.88,14,5,0,0,67,organic,services,False,0
28,660.97,5,4,1,2,19,organic,healthcare,True,0
70,276.43,10,3,1,1,23,outbound,healthcare,False,0
76,102.2,11,4,0,3,27,paid_search,saas,True,1
120,321.38,17,8,1,1,24,paid_search,saas,True,1
27,935.22,5,6,0,1,1,organic,finance,True,0
34,730.74,15,2,1,1,38,paid_search,saas,False,0
189,508.23,12,3,1,1,1,paid_search,saas,True,0
48,1209.71,10,4,2,2,17,referral,services,False,1
56,401.98,10,7,1,1,37,organic,services,True,0
47,521.27,8,7,0,1,11,outbound,healthcare,False,0
135,304.98,9,2,1,1,45,outbound,ecommerce,False,0
139,1282.57,13,4,1,1,4,organic,services,False,0
133,659.53,16,5,0,0,4,organic,saas,True,1
56,282.32,12,10,0,2,1,organic,ecommerce,True,0
27,111.16,16,4,0,0,0,referral,ecommerce,False,0
255,1487.66,19,2,2,0,31,organic,services,False,1
108,234.14,13,7,0,1,49,outbound,services,True,0
38,529.57,13,3,1,2,36,social,finance,False,0
171,5180.2,11,6,0,0,70,outbound,saas,False,0
36,1098.29,14,4,0,0,64,referral,healthcare,True,0
169,2467.97,18,6,0,2,1,outbound,saas,False,0
178,287.69,16,7,0,0,6,organic,services,True,0
26,1437.95,13,6,0,1,54,paid_search,saas,False,0
87,506.07,9,3,1,2,23,paid_search,saas,False,0
102,710.53,9,7,0,0,52,outbound,finance,False,0
442,3717.63,11,3,1,1,8,referral,ecommerce,False,1
30,372.92,10,4,0,1,22,outbound,services,False,0
172,502.33,11,6,0,1,24,organic,saas,False,0
55,199.69,9,3,0,1,24,outbound,services,False,0
20,1198.07,9,1,1,1,7,referral,saas,True,1
50,281.29,13,5,0,0,25,referral,saas,False,0
55,1370.2,21,5,0,1,89,outbound,ecommerce,False,0
23,94.64,12,4,0,1,35,paid_search,saas,False,0
70,852.9,8,4,1,2,36,paid_search,healthcare,False,0
117,258.87,16,4,1,0,108,referral,saas,False,0
66,1023.02,14,3,0,2,21,organic,saas,False,0
35,486.11,14,6,1,0,6,paid_search,finance,True,0
48,288.49,12,1,0,2,15,organic,saas,False,0
54,334.77,14,1,2,1,21,organic,finance,False,1
65,210.53,14,2,0,0,2,outbound,finance,False,0
133,1138.87,13,2,0,1,12,referral,saas,False,0
68,172.67,9,4,0,3,9,paid_search,finance,True,0
18,377.26,12,7,1,2,14,paid_search,ecommerce,False,0
35,695.92,14,3,0,0,34,paid_search,ecommerce,False,0
62,2473.76,8,4,1,2,13,referral,saas,True,1
134,488.19,18,3,0,0,17,outbound,services,False,0
154,386.64,12,2,0,1,12,outbound,healthcare,False,0
226,647.83,14,1,1,0,9,paid_search,healthcare,False,0
61,61.96,21,6,0,2,12,paid_search,services,True,1
101,148.61,18,4,0,0,0,paid_search,ecommerce,False,0
17,338.54,11,3,0,0,42,referral,services,False,0
77,241.54,12,3,0,1,16,paid_search,finance,False,0
23,99.4,14,6,1,2,56,social,services,True,1
52,1161.86,13,5,0,0,9,referral,services,False,0
616,638.91,14,4,1,0,11,paid_search,services,False,0
70,566.95,10,7,3,1,4,paid_search,saas,False,1
27,246.17,13,4,0,0,34,paid_search,finance,False,0
76,533.46,9,5,0,1,23,organic,services,True,1
36,824.23,16,3,0,0,10,organic,healthcare,False,0
25,378.08,15,12,1,0,3,social,ecommerce,False,0
294,768.6,10,3,0,1,14,paid_search,services,False,1
128,222.28,10,5,0,0,115,organic,saas,True,0
72,543.2,10,3,0,2,1,referral,healthcare,False,1
40,1544.57,20,2,0,1,8,social,healthcare,True,0
43,1689.22,13,9,1,1,21,paid_search,saas,False,0
188,1858.62,9,2,0,0,18,outbound,finance,True,1
70,655.61,10,5,1,2,26,outbound,saas,True,0
5,508.58,15,2,2,2,9,referral,finance,True,0
379,314.57,11,7,0,0,17,social,services,False,0
63,80.84,19,6,1,0,32,organic,ecommerce,False,0
72,128.39,5,4,1,1,33,outbound,finance,True,0
130,416.52,12,4,2,2,15,paid_search,saas,False,1
79,442.18,12,7,0,1,15,outbound,services,False,0
99,2022.77,10,1,0,1,1,referral,services,True,1
39,1835.0,10,0,0,2,0,organic,saas,False,1
20,248.02,18,5,0,1,30,organic,finance,False,0
68,1116.92,13,3,0,0,51,social,healthcare,True,0
172,305.8,9,5,1,1,26,referral,healthcare,False,1
33,975.17,12,3,1,2,13,organic,finance,True,0
30,1103.25,13,3,1,0,10,social,healthcare,False,0
145,1706.32,9,4,0,2,36,outbound,healthcare,False,0
38,301.07,11,3,1,1,3,referral,saas,False,0
39,1358.73,11,3,0,0,13,paid_search,ecommerce,True,0
41,75.73,8,2,0,0,54,organic,services,False,0
52,1801.21,10,3,1,1,48,social,saas,False,0
16,480.57,6,4,0,0,57,paid_search,healthcare,False,0
35,490.92,8,6,1,3,15,outbound,saas,False,1
66,64.24,8,7,2,1,29,paid_search,services,False,0
65,334.06,14,1,1,1,4,referral,healthcare,False,0
138,1911.19,13,4,1,0,6,paid_search,ecommerce,True,1
238,321.6,8,2,0,1,8,organic,saas,False,1
183,1005.72,16,2,1,1,47,social,ecommerce,True,1
113,510.07,13,3,1,0,19,referral,services,True,1
48,1426.06,10,3,2,0,14,referral,healthcare,True,1
33,596.75,12,2,1,0,10,outbound,ecommerce,False,0
55,194.06,8,6,1,4,2,outbound,finance,False,0
87,521.37,14,3,1,1,7,outbound,ecommerce,True,1
105,2443.57,13,1,1,2,33,organic,ecommerce,True,1
90,810.49,10,6,0,1,53,referral,ecommerce,False,0
50,438.59,15,4,1,6,16,outbound,saas,False,1
102,4702.0,12,4,0,2,27,paid_search,finance,False,0
150,1570.6,15,6,1,1,11,organic,services,False,1
110,1115.14,12,6,0,1,29,outbound,services,True,0
53,676.78,13,2,1,2,3,referral,services,True,0
28,1022.77,10,5,0,3,10,referral,ecommerce,False,1
27,1056.52,18,4,0,2,12,outbound,ecommerce,True,0
32,55.54,13,2,0,0,46,referral,healthcare,False,0
67,731.38,11,4,0,1,67,paid_search,services,False,0
83,419.55,8,8,0,2,38,paid_search,finance,False,0
18,298.93,9,4,1,1,4,paid_search,healthcare,False,1
36,405.27,12,5,1,1,21,organic,finance,False,1
66,103.98,11,6,1,1,9,social,finance,False,0
27,81.08,13,2,0,1,8,outbound,services,True,0
77,1713.86,15,6,0,2,23,paid_search,finance,False,0
43,782.24,12,2,1,2,13,paid_search,ecommerce,True,1
31,44.12,7,2,0,1,1,outbound,ecommerce,False,0
57,276.89,10,2,1,6,75,organic,healthcare,False,0
75,1188.62,11,4,0,2,14,referral,ecommerce,False,1
28,372.41,10,3,2,1,8,paid_search,services,True,0
45,1711.29,12,6,1,3,29,social,healthcare,False,1
79,1407.76,16,3,0,0,18,organic,healthcare,False,0
30,126.89,14,2,1,3,33,social,ecommerce,False,0
14,426.95,9,12,0,0,57,paid_search,healthcare,True,0
16,314.79,12,2,1,2,19,referral,healthcare,False,0
39,122.83,11,5,1,2,18,organic,saas,False,0
19,115.09,10,2,0,0,4,paid_search,services,False,0
41,220.08,7,9,1,1,68,referral,ecommerce,False,0
207,259.58,15,5,0,2,5,organic,ecommerce,False,0
18,654.08,13,3,0,4,35,organic,saas,False,0
44,1399.98,14,6,0,1,62,organic,healthcare,True,0
301,823.57,12,3,4,1,35,paid_search,finance,False,1
76,1043.54,12,4,1,1,33,organic,services,False,0
41,377.43,13,2,1,1,13,outbound,saas,True,0
48,900.55,10,3,1,1,22,paid_search,services,False,0
77,424.8,5,3,1,3,25,outbound,finance,False,0
212,316.88,9,4,1,1,6,outbound,ecommerce,True,0
36,3284.93,18,3,0,0,28,organic,saas,False,0
30,47.92,11,3,2,0,30,social,ecommerce,False,0
18,75.69,15,5,0,0,44,outbound,services,False,0
59,722.49,9,2,0,0,9,referral,ecommerce,False,0
18,378.05,9,5,1,0,9,paid_search,ecommerce,False,0
38,117.1,7,4,0,0,53,paid_search,finance,True,0
26,171.64,12,7,0,5,3,organic,services,False,1
129,195.51,10,2,0,1,53,referral,finance,False,0
36,1202.71,16,2,0,1,11,outbound,finance,False,0
75,1656.41,16,5,2,0,8,outbound,saas,True,1
15,2539.09,13,1,2,3,0,organic,services,True,1
61,100.58,11,3,0,0,52,social,ecommerce,False,0
21,125.57,14,4,3,2,41,paid_search,saas,False,1
39,117.26,15,3,0,2,21,outbound,services,False,0
320,1788.01,13,7,0,1,16,organic,saas,False,0
115,747.87,13,4,1,0,28,outbound,saas,False,1
49,533.9,9,4,0,0,17,outbound,healthcare,True,0
706,619.94,12,3,2,0,29,organic,ecommerce,True,1
26,465.55,11,3,1,1,12,organic,saas,True,1
139,160.59,13,3,1,1,61,outbound,healthcare,False,0
16,823.18,8,3,0,0,2,organic,finance,False,0
45,409.06,13,1,1,2,80,referral,finance,False,0
19,148.37,13,6,1,0,1,outbound,saas,False,0
67,875.05,12,4,1,0,0,referral,healthcare,False,0
57,321.89,13,4,0,1,18,paid_search,services,False,0
43,618.62,19,3,1,0,42,paid_search,saas,False,1
131,434.86,13,8,0,0,11,organic,saas,False,1
35,1201.56,16,6,0,2,13,outbound,saas,False,0
71,614.1,17,3,1,3,9,paid_search,healthcare,True,1
105,203.63,8,1,0,1,21,organic,saas,False,0
17,679.94,9,4,0,1,27,paid_search,finance,False,0
30,702.53,15,3,1,0,2,outbound,services,False,0
57,821.67,16,2,0,1,41,organic,saas,True,0
90,1388.35,13,6,2,1,43,outbound,healthcare,False,1
170,266.14,14,3,1,1,2,social,saas,False,0
46,960.96,16,4,0,2,42,outbound,saas,True,1
42,87.81,18,1,1,0,34,outbound,finance,False,0
27,437.04,10,4,0,1,4,outbound,ecommerce,False,1
71,374.41,10,7,1,0,16,outbound,services,True,0
43,2096.12,15,1,2,0,4,organic,healthcare,False,0
44,421.43,8,4,0,2,12,social,saas,False,0
51,905.05,10,6,0,2,6,referral,ecommerce,False,0
85,84.62,10,4,1,2,2,referral,saas,False,1
35,346.62,22,4,0,1,31,outbound,services,False,0
29,211.38,16,2,3,1,11,outbound,finance,True,1
77,5857.69,9,9,0,3,27,social,ecommerce,False,0
5,252.95,19,5,0,2,2,referral,healthcare,False,0
34,530.21,12,8,0,1,13,paid_search,finance,False,0
22,559.24,10,2,2,0,5,paid_search,finance,False,0
143,100.54,10,5,0,2,28,paid_search,saas,False,0
38,291.19,11,5,0,0,69,paid_search,saas,False,0
35,738.61,12,6,0,0,28,organic,saas,True,0
53,536.85,15,5,0,1,30,organic,ecommerce,False,0
34,49.38,12,8,1,0,12,social,ecommerce,False,0
40,279.5,16,6,1,0,22,paid_search,saas,False,0
59,1367.61,10,6,0,1,52,outbound,ecommerce,True,0
39,887.34,14,6,0,2,16,referral,ecommerce,True,1
39,1665.75,25,2,0,1,4,organic,saas,False,0
24,183.89,23,3,0,0,17,organic,services,False,0
22,1773.89,10,7,1,2,2,organic,healthcare,False,1
57,471.35,11,3,3,2,6,outbound,ecommerce,False,1
70,2421.69,6,5,0,2,25,organic,healthcare,False,0
17,494.38,12,3,0,2,2,referral,ecommerce,False,1
100,63.59,9,8,3,2,12,outbound,services,False,1
101,1152.0,14,5,1,2,69,outbound,healthcare,False,0
119,316.24,13,6,0,0,9,organic,healthcare,False,0
69,338.24,13,3,0,1,26,organic,services,False,0
91,115.23,9,2,0,0,6,organic,services,True,1
314,2495.39,6,4,1,0,21,organic,services,True,1
43,292.63,14,3,1,1,6,organic,saas,False,0
24,2380.43,12,7,3,2,2,referral,saas,False,1
16,320.14,12,2,1,2,34,outbound,finance,True,0
222,194.85,10,6,2,1,81,referral,ecommerce,False,0
225,1843.7,10,3,0,0,35,referral,finance,True,1
26,457.91,8,6,0,0,37,organic,finance,True,0
31,462.4,9,6,0,0,20,outbound,ecommerce,False,0
42,136.78,14,2,1,1,13,referral,ecommerce,False,1
145,311.8,10,5,0,1,38,outbound,healthcare,False,0
19,756.49,17,2,0,2,47,outbound,ecommerce,False,0
11,134.4,10,4,2,1,67,paid_search,finance,True,1
309,287.41,12,7,0,2,9,organic,finance,False,0
70,323.61,15,4,0,1,1,organic,healthcare,False,0
79,526.6,9,6,0,1,14,paid_search,finance,True,1
46,2163.67,14,3,0,2,2,outbound,healthcare,False,0
79,365.05,10,2,0,0,21,paid_search,finance,False,0
16,247.03,16,3,0,0,5,social,saas,False,0
28,7679.97,11,6,0,2,29,referral,finance,False,0
59,319.52,8,5,0,0,19,organic,finance,False,0
9,407.22,16,6,3,3,52,paid_search,ecommerce,False,0
43,344.52,9,1,0,0,12,social,healthcare,False,1
41,373.62,9,3,0,1,14,social,services,False,0
43,532.59,17,0,0,2,16,paid_search,saas,True,1
35,1237.44,17,5,1,0,7,organic,finance,False,0
25,738.03,16,5,0,1,11,social,services,True,0
13,1446.78,16,8,0,1,3,organic,services,False,1
61,1399.72,11,3,1,2,26,outbound,ecommerce,True,0
43,607.01,10,5,1,2,14,organic,healthcare,True,0
18,717.89,9,4,0,0,25,organic,services,False,0
57,1493.29,10,2,0,0,1,referral,healthcare,False,1
43,162.19,10,3,1,1,6,referral,saas,False,0
38,5992.18,15,3,1,1,7,referral,saas,False,0
10,295.13,13,4,0,1,5,paid_search,finance,False,0
94,346.9,9,5,3,1,45,outbound,ecommerce,True,1
20,146.66,5,1,1,2,22,referral,saas,False,1
57,151.09,13,5,1,1,35,referral,ecommerce,False,0
29,1305.1,9,2,1,3,34,paid_search,finance,False,0
40,4770.44,11,3,2,0,15,organic,ecommerce,True,0
137,279.43,13,7,1,0,3,referral,services,False,0
84,697.37,9,7,0,1,10,organic,finance,False,0
135,614.11,8,8,0,1,24,referral,services,True,0
71,1339.76,10,4,0,0,76,organic,services,False,0
75,4531.07,5,2,1,2,79,outbound,ecommerce,False,0
13,2255.15,19,8,1,1,21,paid_search,finance,False,0
42,388.13,18,3,0,4,81,outbound,saas,False,0
46,836.12,15,2,1,0,54,referral,services,False,0
145,923.4,10,2,0,2,8,organic,ecommerce,True,0
36,482.95,11,8,0,1,161,outbound,finance,False,0
67,164.69,18,2,0,1,12,referral,services,True,1
65,221.68,12,2,1,0,25,social,saas,False,0
138,1553.32,12,3,1,2,70,paid_search,services,False,0
49,1722.11,9,5,1,1,31,referral,saas,False,0
106,400.39,10,4,0,1,16,outbound,ecommerce,False,0
14,639.74,12,5,1,1,58,referral,healthcare,False,0
15,1631.51,11,6,1,1,128,paid_search,ecommerce,False,0
9,89.63,14,5,1,2,9,social,healthcare,False,1
102,315.34,10,5,0,2,36,social,services,True,1
94,3706.6,12,5,1,0,24,outbound,ecommerce,False,1
112,664.68,10,4,1,2,41,paid_search,healthcare,False,0
32,159.3,14,5,0,1,59,paid_search,services,True,0
35,554.07,16,6,1,1,116,outbound,finance,True,0
50,1368.45,9,4,0,1,6,referral,saas,False,0
173,38.61,11,7,1,1,74,social,services,False,0
212,587.74,12,3,0,0,7,paid_search,saas,False,1
103,339.54,13,5,0,4,44,organic,healthcare,True,1
71,95.39,12,0,1,2,0,social,healthcare,False,0
159,534.82,12,3,2,3,85,organic,finance,True,1
44,429.89,12,6,0,1,9,organic,saas,False,0
40,481.02,10,4,0,1,15,referral,saas,False,1
49,347.84,9,4,0,1,53,social,finance,True,1
25,177.45,13,4,1,1,16,outbound,saas,True,0
47,115.03,11,5,0,1,2,paid_search,ecommerce,False,0
22,246.98,11,1,0,1,9,organic,finance,False,1
124,1163.57,22,1,0,3,43,outbound,finance,False,0
84,622.08,8,4,0,0,23,organic,saas,False,0
171,459.82,12,3,0,0,31,organic,ecommerce,False,0
15,174.2,20,5,2,1,12,paid_search,services,False,0
250,339.03,9,2,0,0,45,referral,ecommerce,True,0
16,1029.84,15,4,0,1,20,outbound,saas,True,0
21,816.3,8,3,1,3,26,social,saas,False,1
33,305.76,10,5,0,3,12,social,ecommerce,True,0
155,36.18,17,4,0,0,22,organic,services,False,1
65,250.92,12,3,0,2,175,paid_search,ecommerce,False,0
45,304.08,9,3,0,3,6,referral,saas,False,1
29,198.92,13,6,1,2,7,organic,healthcare,False,0
18,325.98,13,4,0,3,55,paid_search,saas,False,0
135,1114.93,8,4,1,2,5,paid_search,ecommerce,False,0
103,474.71,14,3,0,0,39,organic,services,True,0
161,1325.7,10,3,0,1,2,referral,finance,True,0
